Data;Modalidade;Cidade;Órgão;Natureza;Função;Categoria_Final;Objeto;Valor;Link;Status_Duplicidade
;Pregão;São Gonçalo do Amarante;SERVICO AUTONOMO DE AGUA E ESGOTO;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;[Portal de Compras Públicas] - Contratação de empresa especializada no fornecimento de materiais de limpeza, copa e cozinha para recompor o estoque do almoxarifado, suprindo a necessidade de fornecer esses itens ao público interno e externo do Serviço Autônomo de Água e Esgoto - SAAE/SGA.;288992.75;https://portaldecompraspublicas.com.br/processos/RN/Servico-Autonomo-de-Agua-e-Esgoto-de-Sao-Goncalo-do-Amarante-1431/RPE-PE-052-2025-2026-448451;REPETIDO
;Pregão;Várzea;MUNICIPIO DE VARZEA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de máquinas e equipamentos destinados ao atendimento das demandas operacionais do Município, conforme previsto no Plano de Trabalho da Emenda Parlamentar vinculada à Proposta nº 047376/2025, do Ministério da Agricultura e Pecuária.;708088.08;;REPETIDO
;Pregão;Açu;MUNICIPIO DE ASSU;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;[Portal de Compras Públicas] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO CONTINUADA DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO, MEDIANTE DISPONIBILIZAÇÃO DE MÃO DE OBRA DE AUXILIAR DE SERVIÇOS GERAIS, com supervisão, insumos básicos inerentes à atividade e relatórios de execução, para atendimento das unidades vinculadas à Secretaria Municipal de Saúde de Assú/RN, assegurando a manutenção de ambientes adequados às exigências sanitárias e à continuidade dos serviços públicos de saúde.;3938817.12;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Assu-1270/PE-032-2025-2026-448805;REPETIDO
;Pregão;Pureza;MUNICIPIO DE PUREZA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;AQUISIÇÃO DE VEÍCULO TIPO AMBULÂNCIA “A” – FURGÃO, ZERO QUILÔMETRO, ANO/MODELO 2025/2026, DESTINADO A ATENDER ÀS NECESSIDADES DA REDE PÚBLICA DE SAÚDE DO MUNICÍPIO DE PUREZA/RN.;516586.66;;REPETIDO
;Pregão;Pureza;MUNICIPIO DE PUREZA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE AMPLIAÇÃO, MELHORIA E MANUTENÇÃO PREVENTIVA E CORRETIVA DO SISTEMA DE ILUMINAÇÃO PÚBLICA, COM REPOSIÇÃO DE PEÇAS, ATRAVÉS DA TABELA SINAPI, EM TODO MUNICÍPIO DE PUREZA - RN;2400000.0;;REPETIDO
;Pregão;Serra do Mel;MUNICIPIO DE SERRA DO MEL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de preço visando a possível e futura aquisição de cartuchos, toners e refis de tinta destinados às impressoras das secretarias e unidades do Município de Serra do Mel/RN.;133401.05;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Serra-do-Mel-1071/RPE-1-2026-2026-448822;REPETIDO
;Pregão;Pedro Avelino;MUNICIPIO DE PEDRO AVELINO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de preço para futura e eventual contratação de empresa especializada na locação de infraestrutura para eventos, para atender as necessidades da Prefeitura Municipal de Pedro Avelino/RN.;3855257.66;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-De-Pedro-Avelino-1862/RPE-1-2026-2026-448833;REPETIDO
;Pregão;Pedro Avelino;MUNICIPIO DE PEDRO AVELINO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Registro de preço para futura e eventual contratação de empresa especializada na locação de infraestrutura para eventos, para atender as necessidades da Prefeitura Municipal de Pedro Avelino/RN.;3855257.66;;REPETIDO
;Pregão;Pendências;MUNICIPIO DE PENDENCIAS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA A CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DOS SERVIÇOS DE CORTE DE TERRA, COM TRATORES AGRÍCOLAS DE ESPECIFICAÇÃO MÍNIMA, 70CV DE POTÊNCIA, TRAÇÃO 4X4, COM IMPLEMENTOS TIPO GRADE NIVELADORA DE 16 E/OU 28 DISCOS, EM PROPRIEDADES DE PEQUENOS AGRICULTORES RURAIS DO MUNICÍPIO, INCLUINDO OPERADOR E COMBUSTÍVEL. DEVERÁ SER DISPONIBILIZADO DEZ TRATORES SIMULTANEAMENTE.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Pendencias-1806/RPE-1-2026-2026-448194;REPETIDO
;Pregão;Mossoró;MUNICIPIO DE MOSSORO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de Preços para eventual e futura contratação de empresa especializada para o fornecimento de profissional Terapeuta Ocupacional com fornecimento sistema informatizado de gestão assistencial, de forma continuada, a fim de atender às necessidades assistenciais da Secretaria Municipal de Saúde de Mossoró/RN.;2352774.32;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Mossoro-1230/RPEM-17-2025-2026-448581;REPETIDO
;Pregão;Arês;MUNICIPIO DE ARES;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de Preços para a Futura e eventual aquisição de urnas funerárias, com prestação de serviços funerários, traslados e cortejo fúnebre, destinados a atender as necessidades da Secretaria Municipal de Trabalho, Habitação e Assistência Social do Município de Arez/RN;641938.7;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Arez-2193/RPE-251-2025-2026-448913;REPETIDO
;Pregão;Felipe Guerra;MUNICIPIO DE FELIPE GUERRA;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;[Portal de Compras Públicas] - Contratação de empresa(s), especializada(s) aquisição de equipamento e material permanente, tipo hospitalares, fisioterápicos, de informática, para os setores de atendimento ambulatorial, sala de fisioterapia, setor apoio logístico de saúde, setor de apoio administrativo para suprir as demandas Secretaria municipal de saúde de Felipe Guerra/ RN, destinados a Unidade de Saúde deste município, por meio da Emenda Parlamentar nº 50410005, proposta nº 12452550000124001;120302.96;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Felipe-Guerra-1412/PE-27-2025-2026-427190;REPETIDO
;Pregão;Natal;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de equipamentos odontológicos para atendimento das demandas do IFRN.;1556909.41;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15836905900032025;REPETIDO
;Pregão;Natal;COMANDO DA MARINHA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de gêneros alimentícios, hortifrutigranjeiros e frigorificados em atendimento às necessidades das Organizações Militares do Comando do 3° Distrito Naval (Com3°DN) e navios em trânsito nos portos das cidades de Fortaleza-CE, Cabedelo-PB, Recife-PE e Maceió-AL, além de órgãos participantes.;17123833.99;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=78381005900102025;REPETIDO
;Pregão;Natal;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de material médico-hospitalar de uso geral (bolsas, cânulas, cateteres, fixadores, lâminas para laringoscópio, sondas e tubos).;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15501305901532025;REPETIDO
;Pregão;Natal;RIO GRANDE DO NORTE SECRETARIA DA SAUDE PUBLICA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de Produtos para Saúde SOLUÇÕES ANTISSÉPTICAS nos termos abaixo, conforme condições e exigências estabelecidas neste instrumento.;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92555005900042026;REPETIDO
;Pregão;Natal;MINISTERIO PUBLICO DA UNIAO;OBRAS;OUTROS;OBRAS - OUTROS;Seleção, para posterior contratação, de pessoa jurídica especializada na prestação dos serviços contínuos e terceirizados de vigilância e segurança armadas, mediante postos de trabalho, com regime de dedicação exclusiva de mão de obra e fornecimento de insumos necessários à execução dos serviços, para atender à PRT da 21ª Região.;1896000.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=20009905900052025;REPETIDO
;Pregão;Natal;RIO GRANDE DO NORTE SECRETARIA DA ADMINISTRACAO;OBRAS;OUTROS;OBRAS - OUTROS;Contratação de empresa prestadora de serviços de terceiros (frentista e supervisor de pista), para atender as necessidades da Secretaria de Estado da Administração conforme descrição e quantidades abaixo conforme condições e exigências estabelecidas neste instrumento COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA.;487515.78;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92553805900012026;REPETIDO
;Pregão;Natal;MUNICIPIO DE NATAL;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;Contratação de empresa especializada na prestação de serviço continuado de nutrição para atender a demanda de fornecimento, preparo, armazenamento, logística e distribuição de alimentação escolar aos alunos da Rede de Ensino Municipal, conforme rege o Programa Nacional de Alimentação Escolar (PNAE).;84948988.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92516205910022026;REPETIDO
;Pregão;Natal;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de material para fisioterapia e reabilitação profissional;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15501305901592025;REPETIDO
;Pregão;Espírito Santo;ASSEMBLEIA LEGISLATIVA DO ESTADO DO ESPIRITO SANTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa para fornecimento de gêneros alimentícios, com entrega programada.;131319.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92595505900012026;REPETIDO
;Pregão;São Vicente;MUNICIPIO DE SAO VICENTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Aquisição futura e eventual de recarga de gás GLP, botijões vazios em ìmetal e botijões vazios confeccionado em plástico de 20 litros para ìacondicionamento de água;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Vicente-1757/RPE-002-2026-2026-448951;REPETIDO
;Pregão;Jucurutu;MUNICIPIO DE JUCURUTU;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Registro de preços para aquisição gradativa de materiais de construção e insumos técnicos referentes aos itens fracassados e cancelados do pregão eletrônico nº 036/2025.;1322500.0;;REPETIDO
;Pregão;Umarizal;MUNICIPIO DE UMARIZAL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - registro de preços para aquisição de um caminhão carro pipa com capacidade para 12 mil litros para abastecimento nas comunidades rurais deste município. Conforme CONVÊNIO/SPOA/SE/MAPA Nº 982809/2025;593100.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Umarizal-2179/RPE-1-2026-2026-449043;REPETIDO
;Pregão;Ielmo Marinho;MUNICIPIO DE IELMO MARINHO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DOS SERVIÇOS DE ARAÇÃO/GRADAGEM DO SOLO ATRAVÉS DE TRATOR DE PNEU, EQUIPADO COM GRADE LEVE E PESADA, COM POTÊNCIA A PARTIR DE 75CV, COM NO MÍNIMO 28 A 12 DISCOS, EM BOM ESTADO DE CONSERVAÇÃO, INCLUINDO OPERADOR E COMBUSTÍVEL, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA E DEMAIS ANEXOS.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-Ielmo-Marinho-1742/RPE-045-2025-2026-447086;REPETIDO
;Pregão;Carnaubais;MUNICIPIO DE CARNAUBAIS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA CONTRATAÇÃO DE EMPRESA(S), DESTINADA A AQUISIÇÃO DE MERENDA ESCOLAR, PARA ATENDER AS NECESSIDADES DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE) DA SECRETARIA MUNICIPAL DE EDUCAÇÃO DE CARNAUBAIS/RN.;2024858.74;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Carnaubais-1631/RPE-PE-001-2026-2026-448977;REPETIDO
;Pregão;Carnaubais;MUNICIPIO DE CARNAUBAIS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - AQUISIÇÃO DE UMA AMBULÂNCIA TIPO A - SIMPLES REMOÇÃO TIPO FURGONETA, PARA COMPOR E RENOVAR A FROTA DA SECRETARIA MUNICIPAL DE SAÚDE DE CARNAUBAIS/RN.;304861.67;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Carnaubais-1631/PE-PE-002-2026-2026-449085;REPETIDO
;Pregão;São Pedro;MUNICIPIO DE SAO PEDRO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE VEÍCULOS, PARA ATENDER AS DEMANDAS DA SECRETARIA MUICIPAL DE ADMINISTRAÇÃO DO MUNICÍPIO DE SÃO PEDRO/RN.;1122793.2;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Pedro-1913/PE-10-2025-2026-449101;REPETIDO
;Pregão;São Pedro;MUNICIPIO DE SAO PEDRO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE VEÍCULOS, PARA ATENDER AS DEMANDAS DA SECRETARIA MUICIPAL DE ADMINISTRAÇÃO DO MUNICÍPIO DE SÃO PEDRO/RN.;1122793.2;;REPETIDO
;Pregão;Jucurutu;MUNICIPIO DE JUCURUTU;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Registro de preços para aquisição gradativa de materiais e equipamentos de consumo médico-hospitalar.;0.0;;REPETIDO
;Pregão;Viçosa;MUNICIPIO DE VICOSA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada para a locação de impressoras multifuncionais, incluindo instalação, manutenção preventiva e corretiva, substituição de peças, fornecimento de insumos (exceto papel) e suporte técnico, visando atender às necessidades de impressão, cópia e digitalização das secretarias e setores do Município de Viçosa/RN;155466.0;;REPETIDO
;Pregão;Lagoa Nova;MUNICIPIO DE LAGOA NOVA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de Preços para futuras e eventuais aquisições de equipamentos e materiais permanentes de uso médico-hospitalar para atender a rede municipal de saúde do município de Lagoa Nova/RN.;1937657.65;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Lagoa-Nova-695/RPE-45-2025-2026-449108;REPETIDO
;Pregão;Rafael Fernandes;MUNICIPIO DE RAFAEL FERNANDES;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de Implementos Agrícolas para funcionamento junto a 02 (dois) Tratores Agricolas do Município que prestam atendimentos aos nossos agricultores familiares.;0.0;;REPETIDO
;Pregão;Maxaranguape;MUNICIPIO DE MAXARANGUAPE;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;[Portal de Compras Públicas] - Registro de Preços para futura e eventual contratação de serviços para solução tecnológica em videomonitoramento inteligente 100% em nuvem, com plataforma de gestão integrada dotada de Inteligência Artificial, câmeras para leitura de placas veiculares, incluindo consultoria, manutenção preventiva e corretiva, armazenamento de dados, acesso via WEB e aplicativos (IOS e Android), destinados ao Município de Maxaranguape/RN;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Maxaranguape-3363/RPE-002-2026-2026-449130;REPETIDO
;Pregão;Natal;RIO GRANDE DO NORTE SECRETARIA DA ADMINISTRACAO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada para prestação de serviços continuados de ASG 3;5394138.6;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92553805901652025;REPETIDO
;Pregão;Natal;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de retentores, conforme condições, quantidades e exigências estabelecidas neste Edital e no Termo de Referência conforme Ordem de Licitação n° 13154/2025 – DA.;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92577705900082026;REPETIDO
;Pregão;Mossoró;RIO GRANDE DO NORTE SECRETARIA DA SAUDE PUBLICA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Pulseiras térmica de Identificação do paciente, acompanhantes e visitantes, nas cores BRANCA, VERDE e AMARELA no tamanho Adulto. A empresa vencedora deverá fornecer 08 (oito) Impressoras Térmicas de impressão DIRETA (sem ribbom) para impressão de pulseira de identificação do paciente, acompanhante, em regime de COMODATO.;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92705205900012026;REPETIDO
;Pregão;Natal;MINISTERIO PUBLICO DO ESTADO DO RIO GRANDE DO NORTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Registro de preços para contratação de empresa especializada no fornecimento de disco interno (ssd) 480gb e memórias ram.;126742.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92560305900502025;REPETIDO
;Pregão;Natal;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de material reagente químico para uso pela Unidade do Laboratório de Análises Clínicas (ULAC) e Unidade de Hemoterapia (UHO) (Parte III).;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15501305901602025;REPETIDO
;Pregão;Natal;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de serviço continuado de locação de equipamentos para fornecimento de energia ininterrupta (nobreaks), para equipamentos de rede e sistema IT-Médico, com manutenção preventiva e corretiva , com troca de peças (inclusive baterias), instalação dos equipamentos, suporte técnico pós-implantação e desinstalação ao final do contrato.;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15501305901322025;REPETIDO
;Pregão;Natal;COMANDO DO EXERCITO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Eventual aquisição de material permanente hospitalar-médico-odontológico para suprir às necessidades deste Hospital de Guarnição.;7077429.87;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=16034505900142025;REPETIDO
;Pregão;Natal;MUNICIPIO DE NATAL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Formalização de uma Ata de Registro de Preços para eventual aquisição de insumos e reagentes laboratoriais para análises de interesse em Saúde Pública da Rede Laboratorial de Saúde Pública, composta por LACEN/RN, LAREC/RN, LAREM/RN e LAREPF/RN.;818603.26;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92596505900012026;REPETIDO
;Pregão;Florânia;MUNICIPIO DE FLORANIA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;AQUISIÇÃO DE TABLETS PARA O CADASTRO ÚNICO.;26247.5;;REPETIDO
;Pregão;São Gonçalo do Amarante;SERVICO AUTONOMO DE AGUA E ESGOTO;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;Contratação de empresa especializada para a execução dos serviços de limpeza mecânica, desenvolvimento, desinfecção, perfilagem ótica e testes de vazão nos poços tubulares profundos nas áreas de atuação do SAAE de São Gonçalo do Amarante/RN.;389736.0;;REPETIDO
;Pregão;Tibau do Sul;MUNICIPIO DE TIBAU DO SUL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA O FORNECIMENTO E INSTALAÇÃO DE APARELHO DE RAIO-X FIXO DIGITAL, DESTINADO À UNIDADE MISTA DE SAÚDE DE TIBAU DO SUL/RN, CONFORME ESPECIFICAÇÕES TÉCNICAS E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, COM RECURSOS ORIUNDOS DE EMENDA PARLAMENTAR VINCULADA À PROPOSTA Nº 11863962000125005, JUNTO AO MINISTÉRIO DA SAÚDE.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Tibau-do-Sul-1121/RPE-33-2025-2026-437613;REPETIDO
;Pregão;Santana do Seridó;MUNICIPIO DE SANTANA DO SERIDO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Registro de preço para futura, eventual e parcelada aquisição de insumos e materiais odontológicos, destinados a atender as demandas da Secretaria Municipal de Saúde.;103710.84;;REPETIDO
;Pregão;São Miguel;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE SAO MIGUEL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de veículo furgão 0km (zero quilometro) do tipo AMBULÂNCIA, em atendimento a Secretaria Municipal de Saúde por meio de emenda federal 71210010, proposta nº 13880529000125014;0.0;;REPETIDO
;Pregão;São Gonçalo do Amarante;SERVICO AUTONOMO DE AGUA E ESGOTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa para fornecimento equipamentos elétricos e acessórios para bombas dosadoras destinados à manutenção preventiva e corretiva das estações de dosagem do Sistema Adutor Rio Maxaranguape do SAAE de São Gonçalo do Amarante.;136427.18;;REPETIDO
;Pregão;Serra de São Bento;MUNICIPIO DE SERRA DE SAO BENTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Aquisição de Material de Expediente.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Serra-de-Sao-Bento-1117/RPE-001-2026-2026-449295;REPETIDO
;Pregão;Serra de São Bento;MUNICIPIO DE SERRA DE SAO BENTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Aquisição de Água Mineral e de Gás de Cozinha.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Serra-de-Sao-Bento-1117/RPE-002-2026-2026-449312;REPETIDO
;Pregão;Canguaretama;MUNICIPIO DE CANGUARETAMA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de Preços destinado à futura e eventual aquisição de 01 (um) Trator agrícola de pneus 4x4 e 01 (uma) retroescavadeira hidráulica, conforme especificações no termo de referência em anexo, para atender as necessidades do Município de CANGUARETAMA/RN, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;659000.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Canguaretama-1130/RPE-001-2026-2026-449131;REPETIDO
;Pregão;São Bento do Norte;MUNICIPIO DE SAO BENTO DO NORTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de preços para futura e eventual aquisição de cestas básicas para distribuição entre famílias de vulnerabilidade social, por meio dos programas sócias da secretaria municipal de Assistência Social, conforme condições, quantidades e exigências estabelecidas neste Edital, termo de referência e seus anexos.;589386.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Bento-do-Norte-1604/RPE-001-2026-2026-449100;REPETIDO
;Pregão;Ipueira;MUNICIPIO DE IPUEIRA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de Preços para Aquisição de Ambulância zero quilômetro, destinada ao aprimoramento da frota municipal e ao atendimento das demandas da Secretaria Municipal de Saúde de Ipueira-RN;272600.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Ipueira-1119/RPE-3-2026-2026-449240;REPETIDO
;Pregão;São Gonçalo do Amarante;SERVICO AUTONOMO DE AGUA E ESGOTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada para aquisição de bebedouro elétrico, incluindo componentes e acessórios (torneira, filtro, purificador e refis), destinados ao atendimento das necessidades do Serviço Autônomo de Água e Esgoto de São Gonçalo do Amarante – SAAE/SGA.;28189.12;;REPETIDO
;Pregão;Tibau do Sul;MUNICIPIO DE TIBAU DO SUL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;CONTRATAÇÃO DE PESSOA JURÍDICA PARA AQUISIÇÃO DE CAMINHÃO COM CAÇAMBA BASCULANTE DESTINADO A ATENDER AS DEMANDAS DO MUNICÍPIO DE TIBAU DO SUL/RN ORIUNDA DA EMENDA Nº 50070003.;636371.93;;REPETIDO
;Pregão;Ipanguaçu;MUNICIPIO DE IPANGUACU;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Registro de preço para eventual e futura contratação de empresa especializada no fornecimento de kits de material escolar para os alunos da educação infantil e fundamental das escolas da rede municipal, da secretaria municipal de educação do município de Ipanguaçu/RN.;524158.0;https://transparencia.agilirn.com.br/prefipanguacu-rn/licitacoes/licitacao?id=110;REPETIDO
;Pregão;Serra do Mel;MUNICIPIO DE SERRA DO MEL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de Preços para eventual contratação de empresa especializada para fornecimento e implantação de sistema integrado de gestão de frequência facial, incluindo equipamentos de reconhecimento facial (leitores e catracas), instalação de lógica e elétrica, fornecimento de software de gestão escolar i-educar com módulo de frequência facial, bem como treinamento de servidores para utilização e manutenção do sistema em todas as escolas e creches da rede municipal de ensino de Serra do Mel-RN.;860666.6;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Serra-do-Mel-1071/RPE-02-2026-2026-2026-449397;REPETIDO
